root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	referent_total	resolution_coverage	dominant_referent	dominant_ratio	agency	referent_entropy	referent_dist	source	batch_count	low_occurrence
أ خ ر	IV:X	True	6	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	6	False
أ خ ر	NOUN_ABSTRACT	True	43	250	67	0.268	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	25	False
أ خ ر	NOUN_ACTIVE_PART	True	85	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	40	False
أ خ ر	PV:II	True	8	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	8	False
أ خ ر	PV:V	True	2	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	2	True
أ خ و	NOUN_CONCRETE	True	55	0	125	0.0	PROPHET_OTHER	0.352	mixed	2.655	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 14, ""DISBELIEVERS"": 12, ""HUMANS_GENERIC"": 23, ""HYPOCRITES"": 3, ""OTHER"": 8, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 44, ""SATAN"": 1, ""SPECIFIC_PERSON"": 17}"	legacy	21	False
أ خ و	NOUN_FIVE	True	41	94	125	1.33	PROPHET_OTHER	0.352	mixed	2.655	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 14, ""DISBELIEVERS"": 12, ""HUMANS_GENERIC"": 23, ""HYPOCRITES"": 3, ""OTHER"": 8, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 44, ""SATAN"": 1, ""SPECIFIC_PERSON"": 17}"	legacy	18	False
أ د م		False	0	9	7	0.778	PROPHET_OTHER	0.857	mixed	0.592	"{""HUMANS_GENERIC"": 1, ""PROPHET_OTHER"": 6}"	legacy	0	True
أ د ي	IV:II	True	1	0	3	0.0	DISBELIEVERS	0.333	human	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ د ي	NOUN_ABSTRACT	True	2	4	3	0.75	DISBELIEVERS	0.333	human	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ د ي	PV:II	True	1	0	3	0.0	DISBELIEVERS	0.333	human	1.585	"{""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ذ ن	CV:I	True	3	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	3	True
أ ذ ن	CV:II	True	1	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	1	True
أ ذ ن	GERUND	True	40	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	21	False
أ ذ ن	IV:I	True	4	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	4	True
أ ذ ن	IV:X	True	8	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	False
أ ذ ن	IV_PASS:I	True	3	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	3	True
أ ذ ن	IV_PASS:IV	True	2	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	NOUN_ABSTRACT	True	2	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	NOUN_ACTIVE_PART	True	2	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	NOUN_CONCRETE	True	16	102	76	0.745	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	12	False
أ ذ ن	PV:I	True	10	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	9	False
أ ذ ن	PV:II	True	2	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	PV:IV	True	3	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	3	True
أ ذ ن	PV:V	True	2	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	PV:X	True	3	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
أ ذ ن	PV_PASS:I	True	1	0	76	0.0	GOD	0.25	mixed	2.909	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 2, ""DISBELIEVERS"": 4, ""GOD"": 19, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 3, ""NATURE_CREATION"": 3, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 16, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 4}"	legacy	1	True
أ ذ ي	ADV	True	2	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ ذ ي	GERUND	True	1	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ذ ي	IV:I	True	4	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ ذ ي	IV:IV	True	4	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ ذ ي	IV_PASS:IV	True	1	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ذ ي	NOUN_ABSTRACT	True	8	44	29	0.659	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	4	False
أ ذ ي	PV:I	True	2	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ ذ ي	PV:IV	True	1	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ذ ي	PV_PASS:I	True	2	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	2	True
أ ذ ي	PV_PASS:IV	True	1	0	29	0.0	HUMANS_GENERIC	0.379	mixed	2.692	"{""ABSTRACT_CONCEPT"": 1, ""BANU_ISRAEL"": 2, ""BELIEVERS"": 4, ""GOD"": 1, ""HUMANS_GENERIC"": 11, ""HYPOCRITES"": 2, ""OTHER"": 4, ""PROPHET_OTHER"": 3, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ر ض	NOUN_CONCRETE	True	461	460	19	0.041	NATURE_CREATION	0.368	mixed	2.147	"{""DISBELIEVERS"": 6, ""GOD"": 1, ""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 7, ""PEOPLE_OF_BOOK"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	80	False
أ ز ر	NOUN_ABSTRACT	True	1	2	2	1.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 2}"	legacy	1	True
أ ز ر	PV:III	True	1	0	2	0.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 2}"	legacy	1	True
أ ز ز	GERUND	True	1	0	2	0.0	DISBELIEVERS	0.5	mixed	1.0	"{""DISBELIEVERS"": 1, ""SATAN"": 1}"	legacy	1	True
أ ز ز	IV:I	True	1	2	2	1.0	DISBELIEVERS	0.5	mixed	1.0	"{""DISBELIEVERS"": 1, ""SATAN"": 1}"	legacy	1	True
أ ز ف	NOUN_PROP	True	2	3	2	0.667	ABSTRACT_CONCEPT	0.5	mixed	1.0	"{""ABSTRACT_CONCEPT"": 1, ""OTHER"": 1}"	legacy	2	True
أ ز ف	PV:I	True	1	0	2	0.0	ABSTRACT_CONCEPT	0.5	mixed	1.0	"{""ABSTRACT_CONCEPT"": 1, ""OTHER"": 1}"	legacy	1	True
أ س ر	IV:I	True	1	0	3	0.0	BELIEVERS	0.667	human	0.918	"{""BELIEVERS"": 2, ""HUMANS_GENERIC"": 1}"	legacy	1	True
أ س ر	NOUN_PASSIVE_PART	True	2	3	3	1.0	BELIEVERS	0.667	human	0.918	"{""BELIEVERS"": 2, ""HUMANS_GENERIC"": 1}"	legacy	2	True
أ س ف	ADJ_QUALIT	True	2	5	5	1.0	DISBELIEVERS	0.4	mixed	1.922	"{""DISBELIEVERS"": 2, ""GOD"": 1, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	2	True
أ س ف	GERUND	True	2	0	5	0.0	DISBELIEVERS	0.4	mixed	1.922	"{""DISBELIEVERS"": 2, ""GOD"": 1, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	2	True
أ س ف	PV:IV	True	1	0	5	0.0	DISBELIEVERS	0.4	mixed	1.922	"{""DISBELIEVERS"": 2, ""GOD"": 1, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
أ س و	IV:I	True	4	5	3	0.6	PROPHET_OTHER	0.667	mixed	0.918	"{""OTHER"": 1, ""PROPHET_OTHER"": 2}"	legacy	3	True
أ س و	NOUN_ABSTRACT	True	1	0	3	0.0	PROPHET_OTHER	0.667	mixed	0.918	"{""OTHER"": 1, ""PROPHET_OTHER"": 2}"	legacy	1	True
أ ص ر	NOUN_ABSTRACT	True	3	3	2	0.667	GOD	0.5	mixed	1.0	"{""GOD"": 1, ""OTHER"": 1}"	legacy	3	True
أ ص ل	NOUN_ABSTRACT	True	10	10	3	0.3	NATURE_CREATION	0.667	mixed	0.918	"{""ABSTRACT_CONCEPT"": 1, ""NATURE_CREATION"": 2}"	legacy	10	False
أ ف ك	ADJ_INTENS	True	2	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
أ ف ك	GERUND	True	9	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	6	False
أ ف ك	IV:I	True	3	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
أ ف ك	IV_PASS:I	True	9	30	23	0.767	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	9	False
أ ف ك	IV_PASS:IV	True	3	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
أ ف ك	NOUN_ACTIVE_PART	True	3	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
أ ف ك	PV_PASS:I	True	1	0	23	0.0	HUMANS_GENERIC	0.348	human	2.541	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 5, ""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 1, ""OTHER"": 4, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
أ ف ل	NOUN_ACTIVE_PART	True	1	0	6	0.0	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 6}"	legacy	1	True
أ ف ل	PV:I	True	3	4	6	1.5	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 6}"	legacy	1	True
أ ك ل	ADJ_INTENS	True	1	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	1	True
أ ك ل	CV:I	True	4	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	3	True
أ ك ل	GERUND	True	4	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	3	True
أ ك ل	IV:I	True	56	81	72	0.889	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	28	False
أ ك ل	NOUN_ACTIVE_PART	True	3	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	3	True
أ ك ل	NOUN_CONCRETE	True	7	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	6	False
أ ك ل	NOUN_PASSIVE_PART	True	1	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	1	True
أ ك ل	PV:I	True	5	0	72	0.0	HUMANS_GENERIC	0.306	mixed	2.726	"{""ABSTRACT_CONCEPT"": 4, ""BELIEVERS"": 6, ""DISBELIEVERS"": 2, ""HUMANS_GENERIC"": 22, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 17, ""OTHER"": 7, ""PEOPLE_OF_BOOK"": 2, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10}"	legacy	3	False
أ ل ت	PV:I	True	1	1	6	6.0	BELIEVERS	0.5	mixed	1.0	"{""BELIEVERS"": 3, ""GOD"": 3}"	legacy	1	True
أ ل ف	GERUND	True	2	0	7	0.0	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	1	True
أ ل ف	IV:II	True	1	0	7	0.0	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	1	True
أ ل ف	NOUN_NUM	True	14	23	7	0.304	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	9	False
أ ل ف	NOUN_PASSIVE_PART	True	1	0	7	0.0	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	1	True
أ ل ف	PV:I	True	1	0	7	0.0	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	1	True
أ ل ف	PV:II	True	4	0	7	0.0	GOD	0.429	mixed	1.842	"{""DISBELIEVERS"": 2, ""GOD"": 3, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 1}"	legacy	2	True
أ ل م	ADJ_QUALIT	True	71	75	9	0.12	HUMANS_GENERIC	0.444	mixed	2.059	"{""ABSTRACT_CONCEPT"": 1, ""DISBELIEVERS"": 1, ""GOD"": 2, ""HUMANS_GENERIC"": 4, ""PEOPLE_OF_BOOK"": 1}"	legacy	42	False
أ ل م	IV:I	True	3	0	9	0.0	HUMANS_GENERIC	0.444	mixed	2.059	"{""ABSTRACT_CONCEPT"": 1, ""DISBELIEVERS"": 1, ""GOD"": 2, ""HUMANS_GENERIC"": 4, ""PEOPLE_OF_BOOK"": 1}"	legacy	1	True
أ ل م	NOUN_ACTIVE_PART	True	1	0	9	0.0	HUMANS_GENERIC	0.444	mixed	2.059	"{""ABSTRACT_CONCEPT"": 1, ""DISBELIEVERS"": 1, ""GOD"": 2, ""HUMANS_GENERIC"": 4, ""PEOPLE_OF_BOOK"": 1}"	legacy	1	True
