qac_root_norm	qac_total_occurrences	matched_occurrences	mapping_status	dominant_frozen_root_norm	dominant_furuq_root_id	dominant_furuq_root_norm	dominant_furuq_source_root_norm	dominant_resolution	dominant_occurrences	targets	status_counts	sample_refs	sample_surfaces
ب خ ل	12	12	unique	ب خ ل	root_000089	ب خ ل	ب خ ل	source_root_norm	12	ب خ ل=>root_000089=>ب خ ل=>ب خ ل=>source_root_norm:12	same_word_same_root:12	3:180:5|3:180:23|4:37:2|4:37:7|9:76:6|47:37:5|47:38:13|47:38:16	يَبْخَلُونَ|بَخِلُوا۟|ٱلْبُخْلِ|بَخِلُوا|تَبْخَلُوا|يَبْخَلُ|يَبْخَلْ|بَخِلَ
ب د ء	15	15	unique	ب د ء	root_000090	ب د ء	ب د ء	source_root_norm	15	ب د ء=>root_000090=>ب د ء=>ب د ء=>source_root_norm:15	same_word_same_root:15	7:29:19|9:13:13|10:4:8|10:34:6|10:34:12|12:76:2|21:104:11|27:64:2	بَدَأَكُمْ|بَدَءُوكُمْ|يَبْدَأُ|بَدَأَ|بَدَأْنَا|يُبْدِئُ|يَبْدَؤُا۟
ب د ر	1	1	unique	ب د ر	root_000093	ب د ر	ب د ر	source_root_norm	1	ب د ر=>root_000093=>ب د ر=>ب د ر=>source_root_norm:1	same_word_same_root:1	4:6:22	بِدَارًا
ب د ع	4	4	unique	ب د ع	root_000094	ب د ع	ب د ع	source_root_norm	4	ب د ع=>root_000094=>ب د ع=>ب د ع=>source_root_norm:4	same_word_same_root:4	2:117:1|6:101:1|46:9:4|57:27:27	بَدِيعُ|بِدْعًا|ٱبْتَدَعُوهَا
ب د ل	44	39	unique	ب د ل	root_000095	ب د ل	ب د ل	source_root_norm	39	ب د ل=>root_000095=>ب د ل=>ب د ل=>source_root_norm:39	same_word_same_root:39	2:59:2|2:108:14|2:181:3|2:181:11|2:211:11|4:20:4|4:56:12|6:34:20	بَدَّلَ|يَتَبَدَّلِ|بَدَّلَهُۥ|يُبَدِّلُونَهُۥٓ|يُبَدِّلْ|ٱسْتِبْدَالَ|بَدَّلْنَٰهُمْ|مُبَدِّلَ
ب د ن	2	2	unique	ب د ن	root_000096	ب د ن	ب د ن	source_root_norm	2	ب د ن=>root_000096=>ب د ن=>ب د ن=>source_root_norm:2	same_word_same_root:2	10:92:5|22:36:2	بَدَنِكَ|ٱلْبُدْنَ
ب د و	31	18	split	ب د و	root_000097	ب د و	ب د و	source_root_norm	14	ب د و=>root_000097=>ب د و=>ب د و=>source_root_norm:14|ب د د=>root_000092=>ب د د=>ب د د=>source_root_norm:4	same_word_root_diff:4|same_word_same_root:14	3:118:17|5:101:10|5:101:20|20:121:5|6:28:2|7:20:7|7:22:9|11:27:21	بَدَتِ|تُبْدَ|بَدَتْ|بَدَا|يُبْدِىَ|بَادِيَ|ٱلْبَدْوِ|ٱلْبَادِ
ب ذ ر	3	2	unique	ب ذ ر	root_000098	ب ذ ر	ب ذ ر	source_root_norm	2	ب ذ ر=>root_000098=>ب ذ ر=>ب ذ ر=>source_root_norm:2	same_word_same_root:2	17:26:13|17:26:14	تُبَذِّرْ|تَبْذِيرًا
ب ر ء	31	26	unique	ب ر ء	root_000099	ب ر ء	ب ر ء	source_root_norm	26	ب ر ء=>root_000099=>ب ر ء=>ب ر ء=>source_root_norm:26	same_word_same_root:26	2:54:18|2:54:26|2:166:2|2:167:10|2:167:14|3:49:31|4:112:10|5:110:54	بَارِئِكُمْ|تَبَرَّأَ|نَتَبَرَّأَ|تَبَرَّءُوا۟|أُبْرِئُ|بَرِيٓـًۭٔا|تُبْرِئُ|بَرِيءٌ
ب ر ج	7	6	unique	ب ر ج	root_000101	ب ر ج	ب ر ج	source_root_norm	6	ب ر ج=>root_000101=>ب ر ج=>ب ر ج=>source_root_norm:6	same_word_same_root:6	4:78:9|15:16:7|24:60:17|25:61:6|33:33:8|85:1:4	بُرُوجٍ|بُرُوجَاً|مُتَبَرِّجَٰتٍۭ|بُرُوجًۭا|تَبَرُّجَ|ٱلْبُرُوجِ
ب ر ح	3	3	unique	ب ر ح	root_000102	ب ر ح	ب ر ح	source_root_norm	3	ب ر ح=>root_000102=>ب ر ح=>ب ر ح=>source_root_norm:3	same_word_same_root:3	12:80:28|18:60:8|20:91:3	أَبْرَحَ|أَبْرَحُ|نَّبْرَحَ
ب ر د	5	5	unique	ب ر د	root_000103	ب ر د	ب ر د	source_root_norm	5	ب ر د=>root_000103=>ب ر د=>ب ر د=>source_root_norm:5	same_word_same_root:5	21:69:5|24:43:27|38:42:6|56:44:2|78:24:4	بَرْدًۭا|بَرَدٍ|بَارِدٌۭ|بَارِدٍ
ب ر ر	32	30	unique	ب ر ر	root_000104	ب ر ر	ب ر ر	source_root_norm	30	ب ر ر=>root_000104=>ب ر ر=>ب ر ر=>source_root_norm:30	same_word_same_root:30	2:44:4|2:177:2|2:177:12|2:189:13|2:189:21|3:92:3|3:193:26|3:198:24	ٱلْبِرِّ|ٱلْبِرَّ|ٱلْبِرُّ|الْأَبْرَارِ|ٱلْأَبْرَارِ|ٱلْبَرِّ|الْبَرِّ|بَرًّۢا
ب ر ز	9	9	unique	ب ر ز	root_000105	ب ر ز	ب ر ز	source_root_norm	9	ب ر ز=>root_000105=>ب ر ز=>ب ر ز=>source_root_norm:9	same_word_same_root:9	2:250:3|3:154:61|4:81:6|14:21:2|14:48:9|18:47:8|26:91:2|40:16:3	بَرَزُوا۟|بَرَزَ|بَرَزُوا|بَارِزَةًۭ|بُرِّزَتِ|بَٰرِزُونَ
ب ر ص	2	2	unique	ب ر ص	root_000107	ب ر ص	ب ر ص	source_root_norm	2	ب ر ص=>root_000107=>ب ر ص=>ب ر ص=>source_root_norm:2	same_word_same_root:2	3:49:34|5:110:57	ٱلْأَبْرَصَ
ب ر ق	6	6	unique	ب ر ق	root_000108	ب ر ق	ب ر ق	source_root_norm	6	ب ر ق=>root_000108=>ب ر ق=>ب ر ق=>source_root_norm:6	same_word_same_root:6	2:19:11|2:20:2|13:12:4|24:43:40|30:24:5|75:7:3	بَرْقٌ|ٱلْبَرْقُ|ٱلْبَرْقَ|بَرْقِهِ|بَرِقَ
ب ر ك	32	23	unique	ب ر ك	root_000109	ب ر ك	ب ر ك	source_root_norm	23	ب ر ك=>root_000109=>ب ر ك=>ب ر ك=>source_root_norm:23	same_word_same_root:23	3:96:11|6:92:5|6:155:5|7:54:35|7:96:12|11:48:9|19:31:3|21:50:4	مُبَارَكًۭا|مُبَارَكٌ|تَبَارَكَ|بَرَكَٰتٍۢ|بَرَكَٰتٍ|مُبَارَكًا|مُّبَارَكًۭا|مُبَٰرَكَةٍ
ب ر م	2	2	unique	ب ر م	root_000110	ب ر م	ب ر م	source_root_norm	2	ب ر م=>root_000110=>ب ر م=>ب ر م=>source_root_norm:2	same_word_same_root:2	43:79:2|43:79:6	أَبْرَمُوٓا۟|مُبْرِمُونَ
ب ر ه ن	8	3	unique	ب ر ه ن	root_000112	ب ر ه ن	ب ر ه ن	source_root_norm	3	ب ر ه ن=>root_000112=>ب ر ه ن=>ب ر ه ن=>source_root_norm:3	same_word_same_root:3	12:24:12|23:117:9|28:32:18	بُرْهَٰنَ|بُرْهَٰنَانِ
ب ز غ	2	2	unique	ب ز غ	root_000113	ب ز غ	ب ز غ	source_root_norm	2	ب ز غ=>root_000113=>ب ز غ=>ب ز غ=>source_root_norm:2	same_word_same_root:2	6:77:5|6:78:5	بَازِغًۭا|بَازِغَةً
ب س ر	2	2	unique	ب س ر	root_000114	ب س ر	ب س ر	source_root_norm	2	ب س ر=>root_000114=>ب س ر=>ب س ر=>source_root_norm:2	same_word_same_root:2	74:22:4|75:24:4	بَسَرَ|بَاسِرَةٌۭ
ب س س	2	2	unique	ب س س	root_000115	ب س س	ب س س	source_root_norm	2	ب س س=>root_000115=>ب س س=>ب س س=>source_root_norm:2	same_word_same_root:2	56:5:2|56:5:4	بُسَّتِ|بَسًّۭا
ب س ط	25	24	unique	ب س ط	root_000116	ب س ط	ب س ط	source_root_norm	24	ب س ط=>root_000116=>ب س ط=>ب س ط=>source_root_norm:24	same_word_same_root:24	2:245:17|2:247:37|5:11:13|5:28:3|5:28:11|5:64:16|6:93:36|7:69:25	يَبْسُطُ|بَسْطَةً|يَبْسُطُوا|بَسَطتَ|بَاسِطٍۢ|مَبْسُوطَتَانِ|بَاسِطُوا۟|بَصْۜطَةًۭ
ب س ق	1	1	unique	ب س ق	root_000117	ب س ق	ب س ق	source_root_norm	1	ب س ق=>root_000117=>ب س ق=>ب س ق=>source_root_norm:1	same_word_same_root:1	50:10:3	بَاسِقَٰتٍۢ
ب س ل	2	2	unique	ب س ل	root_000118	ب س ل	ب س ل	source_root_norm	2	ب س ل=>root_000118=>ب س ل=>ب س ل=>source_root_norm:2	same_word_same_root:2	6:70:17|6:70:42	تُبْسَلَ|أُبْسِلُوا۟
ب س م	1	1	unique	ب س م	root_000119	ب س م	ب س م	source_root_norm	1	ب س م=>root_000119=>ب س م=>ب س م=>source_root_norm:1	same_word_same_root:1	27:19:2	تَبَسَّمَ
ب ش ر	123	115	unique	ب ش ر	root_000120	ب ش ر	ب ش ر	source_root_norm	115	ب ش ر=>root_000120=>ب ش ر=>ب ش ر=>source_root_norm:115	same_word_same_root:115	2:25:2|2:97:22|2:119:5|2:155:19|2:213:9|2:223:21|3:21:22|3:39:12	بَشِّرِ|بُشْرَىٰ|بَشِيرًۭا|مُبَشِّرِينَ|بَشِّرْهُمْ|يُبَشِّرُكَ|يُبَشِّرُكِ|بَشَرٌ
ب ص ر	148	89	unique	ب ص ر	root_000121	ب ص ر	ب ص ر	source_root_norm	89	ب ص ر=>root_000121=>ب ص ر=>ب ص ر=>source_root_norm:89	same_word_same_root:89	2:96:29|2:110:22|2:233:82|2:237:44|2:265:36|3:15:28|3:20:37|3:156:46	بَصِيرٌۢ|بَصِيرٌ|بَصِيرٌۭ|بَصِيرًۭا|بَصِيرًا|ٱلْبَصِيرُ|بَصَآئِرُ|أَبْصَرَ
ب ص ل	1	1	unique	ب ص ل	root_000122	ب ص ل	ب ص ل	source_root_norm	1	ب ص ل=>root_000122=>ب ص ل=>ب ص ل=>source_root_norm:1	same_word_same_root:1	2:61:29	بَصَلِهَا
ب ض ع	7	2	unique	ب ض ع	root_000123	ب ض ع	ب ض ع	source_root_norm	2	ب ض ع=>root_000123=>ب ض ع=>ب ض ع=>source_root_norm:2	same_word_same_root:2	12:42:21|30:4:2	بِضْعَ|بِضْعِ
ب ط ء	1	0	no_frozen_rooted_surface_match						0				
ب ط ر	2	2	unique	ب ط ر	root_000125	ب ط ر	ب ط ر	source_root_norm	2	ب ط ر=>root_000125=>ب ط ر=>ب ط ر=>source_root_norm:2	same_word_same_root:2	8:47:9|28:58:6	بَطَرًا|بَطِرَتْ
ب ط ش	10	10	unique	ب ط ش	root_000126	ب ط ش	ب ط ش	source_root_norm	10	ب ط ش=>root_000126=>ب ط ش=>ب ط ش=>source_root_norm:10	same_word_same_root:10	7:195:9|26:130:3|26:130:4|28:19:6|43:8:5|44:16:2|44:16:3|50:36:10	يَبْطِشُونَ|بَطَشْتُم|بَطَشْتُمْ|يَبْطِشَ|بَطْشًۭا|نَبْطِشُ|ٱلْبَطْشَةَ|بَطْشَتَنَا
ب ط ل	36	7	unique	ب ط ل	root_000127	ب ط ل	ب ط ل	source_root_norm	7	ب ط ل=>root_000127=>ب ط ل=>ب ط ل=>source_root_norm:7	same_word_same_root:7	3:191:21|7:118:5|7:139:8|8:8:5|11:16:16|30:58:26|38:27:10	بَٰطِلًۭا|بَطَلَ|بَٰطِلٌ|يُبْطِلَ|بَٰطِلٌۭ|مُبْطِلُونَ
ب ط ن	25	25	unique	ب ط ن	root_000128	ب ط ن	ب ط ن	source_root_norm	25	ب ط ن=>root_000128=>ب ط ن=>ب ط ن=>source_root_norm:25	same_word_same_root:25	2:174:18|3:35:11|3:118:7|4:10:10|6:120:6|6:139:5|6:151:35|7:33:11	بُطُونِهِمْ|بَطْنِي|بِطَانَةًۭ|بَاطِنَهُۥٓ|بُطُونِ|بَطَنَ|بُطُونِهِۦ|بُطُونِهَا
ب ع ث	67	67	unique	ب ع ث	root_000129	ب ع ث	ب ع ث	source_root_norm	67	ب ع ث=>root_000129=>ب ع ث=>ب ع ث=>source_root_norm:67	same_word_same_root:67	2:56:2|2:129:3|2:213:6|2:246:17|2:247:9|2:259:25|3:164:8|4:35:7	بَعَثْنَٰكُم|ٱبْعَثْ|بَعَثَ|بَعَثَهُ|ابْعَثُوا|بَعَثْنَا|مَبْعُوثِينَ|يَبْعَثُهُمُ
ب ع ث ر	2	2	unique	ب ع ث ر	root_000130	ب ع ث ر	ب ع ث ر	source_root_norm	2	ب ع ث ر=>root_000130=>ب ع ث ر=>ب ع ث ر=>source_root_norm:2	same_word_same_root:2	82:4:4|100:9:5	بُعْثِرَتْ|بُعْثِرَ
ب ع د	235	234	unique	ب ع د	root_000131	ب ع د	ب ع د	source_root_norm	234	ب ع د=>root_000131=>ب ع د=>ب ع د=>source_root_norm:234	same_word_same_root:234	2:27:6|2:51:11|2:52:5|2:56:4|2:64:4|2:74:5|2:75:17|2:87:10	بَعْدِ|بَعْدِهِۦ|بَعْدِهِ|بَعْدَ|بَعْدِي|بَعِيدٍۢ|بَعْدَمَا|بَعْدُ
ب ع ر	2	2	unique	ب ع ر	root_000132	ب ع ر	ب ع ر	source_root_norm	2	ب ع ر=>root_000132=>ب ع ر=>ب ع ر=>source_root_norm:2	same_word_same_root:2	12:65:27|12:72:11	بَعِيرٍ
ب ع ض	158	158	unique	ب ع ض	root_000133	ب ع ض	ب ع ض	source_root_norm	158	ب ع ض=>root_000133=>ب ع ض=>ب ع ض=>source_root_norm:158	same_word_same_root:158	2:26:9|2:36:13|2:36:15|2:73:5|2:76:11|2:76:13|2:85:31|2:85:36	بَعُوضَةً|بَعْضُكُمْ|بَعْضٍ|بَعْضِهَا|بَعْضُهُمْ|بَعْضٍۢ|بَعْضِ|بَعْضَهُمْ
ب ع ل	7	3	unique	ب ع ل	root_000134	ب ع ل	ب ع ل	source_root_norm	3	ب ع ل=>root_000134=>ب ع ل=>ب ع ل=>source_root_norm:3	same_word_same_root:3	4:128:6|11:72:10|37:125:2	بَعْلِهَا|بَعْلِى|بَعْلًۭا
ب غ ت	13	13	unique	ب غ ت	root_000135	ب غ ت	ب غ ت	source_root_norm	13	ب غ ت=>root_000135=>ب غ ت=>ب غ ت=>source_root_norm:13	same_word_same_root:13	6:31:12|6:44:19|6:47:7|7:95:18|7:187:25|12:107:12|21:40:3|22:55:12	بَغْتَةً|بَغْتَةًۭ
ب غ ض	5	5	unique	ب غ ض	root_000136	ب غ ض	ب غ ض	source_root_norm	5	ب غ ض=>root_000136=>ب غ ض=>ب غ ض=>source_root_norm:5	same_word_same_root:5	3:118:18|5:14:20|5:64:38|5:91:9|60:4:34	ٱلْبَغْضَآءُ|ٱلْبَغْضَآءَ|الْبَغْضَاءُ
ب غ ل	1	1	unique	ب غ ل	root_000137	ب غ ل	ب غ ل	source_root_norm	1	ب غ ل=>root_000137=>ب غ ل=>ب غ ل=>source_root_norm:1	same_word_same_root:1	16:8:4	ٱلْبِغَالَ
ب غ ي	96	66	unique	ب غ ي	root_000138	ب غ ي	ب غ ي	source_root_norm	66	ب غ ي=>root_000138=>ب غ ي=>ب غ ي=>source_root_norm:66	same_word_same_root:66	2:90:11|2:173:21|2:187:32|2:207:7|2:213:37|2:265:6|2:272:22|3:7:26	بَغْيًا|بَاغٍ|ٱبْتَغُوا۟|ٱبْتِغَآءَ|بَغْيًۢا|يَبْتَغِ|ابْتِغَاءِ|ابْتِغَاءَ
ب ق ر	9	8	unique	ب ق ر	root_000139	ب ق ر	ب ق ر	source_root_norm	8	ب ق ر=>root_000139=>ب ق ر=>ب ق ر=>source_root_norm:8	same_word_same_root:8	2:67:12|2:68:13|2:69:13|2:70:10|2:71:5|6:144:7|6:146:11|12:46:7	بَقَرَةًۭ|بَقَرَةٌ|ٱلْبَقَرَ|ٱلْبَقَرِ|بَقَرَٰتٍ
ب ق ع	1	0	no_frozen_rooted_surface_match						0				
ب ق ل	1	1	unique	ب ق ل	root_000141	ب ق ل	ب ق ل	source_root_norm	1	ب ق ل=>root_000141=>ب ق ل=>ب ق ل=>source_root_norm:1	same_word_same_root:1	2:61:21	بَقْلِهَا
ب ق ي	21	17	unique	ب ق ي	root_000142	ب ق ي	ب ق ي	source_root_norm	17	ب ق ي=>root_000142=>ب ق ي=>ب ق ي=>source_root_norm:17	same_word_same_root:17	2:248:17|2:278:10|11:86:1|11:116:9|16:96:8|20:71:35|20:73:19|20:127:19	بَقِيَّةٌ|بَقِىَ|بَقِيَّتُ|بَقِيَّةٍ|بَاقٍۢ|أَبْقَىٰ|أَبْقَىٰٓ|بَاقِيَةًۭ
ب ك ر	12	10	unique	ب ك ر	root_000143	ب ك ر	ب ك ر	source_root_norm	10	ب ك ر=>root_000143=>ب ك ر=>ب ك ر=>source_root_norm:10	same_word_same_root:10	2:68:18|19:11:12|19:62:11|25:5:10|33:42:3|48:9:13|54:38:5|56:36:3	بِكْرٌ|بُكْرَةً|بُكْرَةًۭ|أَبْكَارًا
ب ك م	6	6	unique	ب ك م	root_000145	ب ك م	ب ك م	source_root_norm	6	ب ك م=>root_000145=>ب ك م=>ب ك م=>source_root_norm:6	same_word_same_root:6	2:18:2|2:171:18|6:39:8|8:22:7|16:76:7|17:97:27	بُكْمٌ|ٱلْبُكْمُ|أَبْكَمُ|بُكْمًۭا
ب ك ي	7	3	unique	ب ك ي	root_000147	ب ك ي	ب ك ي	source_root_norm	3	ب ك ي=>root_000147=>ب ك ي=>ب ك ي=>source_root_norm:3	same_word_same_root:3	19:58:35|44:29:3|53:43:6	بُكِيًّۭا|بَكَتْ|أَبْكَىٰ
ب ل د	19	13	unique	ب ل د	root_000148	ب ل د	ب ل د	source_root_norm	13	ب ل د=>root_000148=>ب ل د=>ب ل د=>source_root_norm:13	same_word_same_root:13	2:126:8|7:57:17|7:58:2|14:35:8|16:7:5|25:49:4|34:15:21|35:9:12	بَلَدًا|بَلَدٍۢ|ٱلْبَلَدُ|ٱلْبَلَدَ|بَلْدَةًۭ|بَلْدَةٌۭ|بَلْدَةً|ٱلْبَلَدِ
ب ل س	5	5	unique	ب ل س	root_000149	ب ل س	ب ل س	source_root_norm	5	ب ل س=>root_000149=>ب ل س=>ب ل س=>source_root_norm:5	same_word_same_root:5	6:44:23|23:77:12|30:12:5|30:49:12|43:75:7	مُّبْلِسُونَ|مُبْلِسُونَ|يُبْلِسُ|مُبْلِسِينَ
ب ل ع	1	1	unique	ب ل ع	root_000150	ب ل ع	ب ل ع	source_root_norm	1	ب ل ع=>root_000150=>ب ل ع=>ب ل ع=>source_root_norm:1	same_word_same_root:1	11:44:5	ٱبْلَعِى
ب ل غ	77	61	unique	ب ل غ	root_000151	ب ل غ	ب ل غ	source_root_norm	61	ب ل غ=>root_000151=>ب ل غ=>ب ل غ=>source_root_norm:61	same_word_same_root:61	2:196:21|2:231:6|2:232:6|2:234:17|2:235:35|3:40:9|4:6:6|4:63:20	يَبْلُغَ|بَلَغْنَ|بَلَغَنِيَ|بَلَغُوا۟|بَلِيغًۭا|بَلِّغْ|بَلَّغْتَ|بَٰلِغَ
ب ل و	38	31	split	ب ل و	root_000153	ب ل و	ب ل و	source_root_norm	28	ب ل و=>root_000153=>ب ل و=>ب ل و=>source_root_norm:28|ب ل ي=>root_000154=>ب ل ي=>ب ل ي=>source_root_norm:3	same_word_root_diff:3|same_word_same_root:28	2:49:18|2:124:3|2:155:3|2:249:10|3:154:70|4:6:2|5:48:43|6:165:14	بَلَآءٌ|ٱبْتَلَىٰٓ|نَبْلُوَنَّكُمْ|مُبْتَلِيكُم|يَبْتَلِيَ|ٱبْتَلُوا۟|لِّيَبْلُوَكُمْ|يَبْلُوَكُمْ
ب ن ن	2	2	unique	ب ن ن	root_000155	ب ن ن	ب ن ن	source_root_norm	2	ب ن ن=>root_000155=>ب ن ن=>ب ن ن=>source_root_norm:2	same_word_same_root:2	8:12:26|75:4:6	بَنَانٍۢ|بَنَانَهُۥ
ب ن ي	184	148	unique	ب ن ي	root_000156	ب ن ي	ب ن ي	source_root_norm	148	ب ن ي=>root_000156=>ب ن ي=>ب ن ي=>source_root_norm:148	same_word_same_root:148	2:22:8|2:40:2|2:47:2|2:49:11|2:83:5|2:87:16|2:122:2|2:132:9	بِنَآءًۭ|بَنِي|أَبْنَآءَكُمْ|بَنِىٓ|ٱبْنَ|بَنِىَّ|أَبْنَآءَهُمْ|ٱبْنِ
ب ه ت	8	7	unique	ب ه ت	root_000157	ب ه ت	ب ه ت	source_root_norm	7	ب ه ت=>root_000157=>ب ه ت=>ب ه ت=>source_root_norm:7	same_word_same_root:7	2:258:42|4:112:14|4:156:8|21:40:5|24:16:15|33:58:14|60:12:29	بُهِتَ|بُهْتَٰنًۭا|بُهْتَٰنًا|تَبْهَتُهُمْ|بُهْتَٰنٌ|بُهْتَٰنٍۢ
ب ه ج	3	3	unique	ب ه ج	root_000158	ب ه ج	ب ه ج	source_root_norm	3	ب ه ج=>root_000158=>ب ه ج=>ب ه ج=>source_root_norm:3	same_word_same_root:3	22:5:82|27:60:17|50:7:14	بَهِيجٍ|بَهْجَةٍ
ب ه ل	1	1	unique	ب ه ل	root_000159	ب ه ل	ب ه ل	source_root_norm	1	ب ه ل=>root_000159=>ب ه ل=>ب ه ل=>source_root_norm:1	same_word_same_root:1	3:61:27	نَبْتَهِلْ
ب ه م	3	3	unique	ب ه م	root_000160	ب ه م	ب ه م	source_root_norm	3	ب ه م=>root_000160=>ب ه م=>ب ه م=>source_root_norm:3	same_word_same_root:3	5:1:10|22:28:17|22:34:15	بَهِيمَةُ|بَهِيمَةِ
ب و ء	17	14	unique	ب و ء	root_000161	ب و ء	ب و ء	source_root_norm	14	ب و ء=>root_000161=>ب و ء=>ب و ء=>source_root_norm:14	same_word_same_root:14	2:61:53|2:90:23|3:112:17|3:121:6|3:162:8|5:29:4|7:74:10|8:16:16	بَاءُوا|بَآءُو|تُبَوِّئُ|بَآءَ|تَبُوٓأَ|بَوَّأَكُمْ|تَبَوَّءَا|بَوَّأْنَا
ب و ب	27	20	unique	ب و ب	root_000163	ب و ب	ب و ب	source_root_norm	20	ب و ب=>root_000163=>ب و ب=>ب و ب=>source_root_norm:20	same_word_same_root:20	2:58:15|4:154:12|5:23:11|6:44:9|7:40:13|7:161:19|12:25:3|12:25:13	ٱلْبَابَ|أَبْوَٰبَ|أَبْوَٰبُ|ٱلْبَابِ|بَابٍ|بَابٍۢ|بَابًۭا|بَابًا
ب و ر	5	5	unique	ب و ر	root_000164	ب و ر	ب و ر	source_root_norm	5	ب و ر=>root_000164=>ب و ر=>ب و ر=>source_root_norm:5	same_word_same_root:5	14:28:13|25:18:24|35:10:30|35:29:19|48:12:24	الْبَوَارِ|بُورًا|يَبُورُ|تَبُورَ|بُورَاً
ب و ل	4	4	unique	ب و ل	root_000165	ب و ل	ب و ل	source_root_norm	4	ب و ل=>root_000165=>ب و ل=>ب و ل=>source_root_norm:4	same_word_same_root:4	12:50:17|20:51:4|47:2:24|47:5:4	بَالُ|بَالَهُمْ
ب ي ت	73	71	unique	ب ي ت	root_000166	ب ي ت	ب ي ت	source_root_norm	71	ب ي ت=>root_000166=>ب ي ت=>ب ي ت=>source_root_norm:71	same_word_same_root:71	2:125:4|2:125:24|2:127:7|2:158:11|2:189:16|2:189:26|3:49:50|3:96:3	ٱلْبَيْتَ|بَيْتِىَ|ٱلْبَيْتِ|الْبَيْتَ|ٱلْبُيُوتَ|بُيُوتِكُمْ|بَيْتٍۢ|ٱلْبُيُوتِ
ب ي د	1	1	unique	ب ي د	root_000167	ب ي د	ب ي د	source_root_norm	1	ب ي د=>root_000167=>ب ي د=>ب ي د=>source_root_norm:1	same_word_same_root:1	18:35:13	تَبِيدَ
ب ي ض	12	12	unique	ب ي ض	root_000168	ب ي ض	ب ي ض	source_root_norm	12	ب ي ض=>root_000168=>ب ي ض=>ب ي ض=>source_root_norm:12	same_word_same_root:12	2:187:45|3:106:2|3:107:4|7:108:7|12:84:11|20:22:7|26:33:7|27:12:7	ٱلْأَبْيَضُ|تَبْيَضُّ|ٱبْيَضَّتْ|بَيْضَآءُ|ابْيَضَّتْ|بَيْضَآءَ|بِيضٌ|بَيْضَآءَ
ب ي ع	15	15	unique	ب ي ع	root_000169	ب ي ع	ب ي ع	source_root_norm	15	ب ي ع=>root_000169=>ب ي ع=>ب ي ع=>source_root_norm:15	same_word_same_root:15	2:254:14|2:275:20|2:275:26|2:282:141|9:111:40|9:111:42|14:31:21|22:40:25	بَيْعٌ|ٱلْبَيْعُ|ٱلْبَيْعَ|تَبَايَعْتُمْ|بَيْعِكُمُ|بَايَعْتُم|بِيَعٌ|يُبَايِعُونَكَ
ب ي ن	523	485	unique	ب ي ن	root_000170	ب ي ن	ب ي ن	source_root_norm	485	ب ي ن=>root_000170=>ب ي ن=>ب ي ن=>source_root_norm:485	same_word_same_root:485	2:66:5|2:68:5|2:68:20|2:69:5|2:70:5|2:97:17|2:99:7|2:102:49	بَيْنَ|يُبَيِّنْ|بَيِّنَٰتٍ|تَبَيَّنَ|بَيْنَهُمْ|بَيَّنَّا|ٱلْبَيِّنَٰتِ|بَيَّنَّٰهُ
ت ب ب	4	4	unique	ت ب ب	root_000172	ت ب ب	ت ب ب	source_root_norm	4	ت ب ب=>root_000172=>ت ب ب=>ت ب ب=>source_root_norm:4	same_word_same_root:4	11:101:28|40:37:31|111:1:1|111:1:6	تَتْبِيبٍ|تَبَابٍۢ|تَبَّتْ|تَبَّ
ت ب ر	6	6	unique	ت ب ر	root_000174	ت ب ر	ت ب ر	source_root_norm	6	ت ب ر=>root_000174=>ت ب ر=>ت ب ر=>source_root_norm:6	same_word_same_root:6	7:139:3|17:7:30|17:7:33|25:39:8|25:39:9|71:28:23	مُتَبَّرٌ|يُتَبِّرُوا۟|تَتْبِيرًا|تَبَّرْنَا|تَتْبِيرًۭا|تَبَارًۢا
ت ب ع	172	137	unique	ت ب ع	root_000175	ت ب ع	ت ب ع	source_root_norm	137	ت ب ع=>root_000175=>ت ب ع=>ت ب ع=>source_root_norm:137	same_word_same_root:137	2:38:12|2:102:2|2:120:10|2:120:21|2:143:28|2:145:12|2:145:18|2:145:24	تَبِعَ|ٱتَّبَعُوا۟|تَتَّبِعَ|ٱتَّبَعْتَ|يَتَّبِعُ|تَبِعُوا|تَابِعٍ|اتَّبَعْتَ
ت ج ر	9	3	unique	ت ج ر	root_000176	ت ج ر	ت ج ر	source_root_norm	3	ت ج ر=>root_000176=>ت ج ر=>ت ج ر=>source_root_norm:3	same_word_same_root:3	2:282:128|4:29:14|35:29:17	تِجَٰرَةً|تِجَٰرَةًۭ
